3;4
3;4
3;4
3;4
3;4
3;4
3;4
3;4
3;4
3;3
3;4
3;3
3;4
3;3
3;3
3;4
3;4
3;4
3;4
3;4
3;4
3;4
3;4
3;3
3;4
3;3
3;3
3;4
3;3
3;3
2;4129
2;4
2;4
2;4
2;4
2;4
2;4
2;4
2;4
2;3
2;4
2;3
2;4
2;3
2;4
2;3
2;4
2;3
2;3
2;4
2;4
2;4
2;4
2;3
2;4
2;4
2;4
2;4
2;3
2;4
1;8228
1;4
1;2
1;4
1;4
1;4
1;4
1;4
1;5
1;4
1;4
1;4
1;3
1;4
1;4
1;4
1;4
1;4
1;4
1;4
1;4
1;3
1;3
1;4
1;4
1;3
1;3
1;4
1;4
1;4
0;16421
0;4
0;4
0;4
0;4
0;5
0;4
0;4
0;4
0;4
0;4
0;4
0;4
0;4
0;4
0;2
0;4
0;2
0;4
0;5
0;4
0;4
0;4
0;4
0;2
0;4
0;3
0;4
0;4
0;4
4;20561
4;4
4;4
4;4
4;4
4;4
4;4
4;4
4;4
4;4
4;4
4;4
4;4
4;4
4;4
4;4
4;3
4;4
4;2
4;4
4;4
4;4
4;3
4;4
4;4
4;4
4;4
4;4
4;4
4;4
