2;3
4;3
2;2
4;2
2;3
4;3
2;2
4;2
2;1
4;1
0;534
3;536
0;3
3;3
0;2
3;3
0;2
3;2
0;2
3;2
2;538
4;538
2;3
4;3
2;3
4;4
2;3
4;4
2;3
4;3
2;3
4;3
2;3
4;3
2;3
4;4
2;2
4;3
2;3
4;3
2;3
4;3
2;1
4;1
2;2
4;3
2;3
4;3
2;2
4;3
2;3
4;2
2;2
4;3
2;3
4;3
2;3
4;3
2;3
4;3
2;2
4;3
2;3
4;3
2;3
4;3
2;3
4;3
2;3
4;2
0;4125
3;4127
0;3
3;3
0;3
3;3
0;3
3;3
0;2
3;3
0;3
3;3
0;2
3;3
0;3
3;3
0;3
3;3
0;2
3;3
0;3
3;3
0;2
3;3
0;3
3;3
0;3
3;3
0;3
3;3
0;3
3;3
0;2
3;3
0;3
3;3
0;2
3;1
0;2
3;3
0;3
3;3
0;3
3;3
0;2
3;3
0;3
3;3
0;3
3;3
1;8235
1;3
1;3
1;3
1;3
1;2
1;2
1;2
1;2
1;1
1;3
1;2
1;1
1;1
1;3
1;2
1;2
1;1
1;3
1;3
1;2
1;1
1;3
1;3
1;2
1;3
1;2
1;3
1;3
1;3
