0;2
2;1
4;1
6;1
8;1
0;1
2;1
4;1
6;1
8;2
0;1
2;3
4;3
6;3
8;3
0;1
2;2
4;2
6;2
8;2
0;1
2;2
4;2
6;2
8;3
1;534
3;534
5;535
7;535
9;535
1;1
3;2
5;2
7;2
9;3
1;1
3;1
5;2
7;2
9;2
1;1
3;2
5;2
7;2
9;2
1;1
3;1
5;2
7;2
9;2
1;1
3;1
5;2
7;2
9;2
1;2
3;1
5;1
7;1
9;1
1;1
3;1
5;2
7;2
9;2
1;2
3;2
5;2
7;2
9;2
1;1
3;2
5;2
7;2
9;2
1;1
3;2
5;2
7;2
9;2
1;2
3;1
5;1
7;1
9;2
1;1
3;2
5;2
7;2
9;2
1;1
3;2
5;2
7;2
9;2
1;1
3;2
5;2
7;2
9;2
1;2
3;2
5;2
7;2
9;2
1;2
3;2
5;2
7;2
9;2
1;1
3;1
5;1
7;1
9;1
1;2
3;1
5;1
7;1
9;1
1;1
3;1
5;1
7;2
9;2
1;1
3;1
5;1
7;1
9;1
1;1
3;2
5;2
7;2
9;2
1;1
3;1
5;2
7;2
9;2
1;1
3;2
5;2
7;2
9;2
1;2
3;2
5;2
7;2
9;2
1;2
3;1
5;1
7;1
9;2
1;1
3;2
5;2
7;2
9;2
1;2
3;2
5;2
7;2
9;2
1;2
3;1
5;1
7;1
9;1
1;1
3;2
5;2
7;2
9;2
0;4131
2;4131
4;4131
6;4131
8;4132
0;1
2;2
4;2
6;2
8;2
0;2
2;2
4;2
6;2
8;2
0;2
2;2
4;2
6;2
8;2
0;1
2;1
4;2
6;2
8;2
0;1
2;2
4;2
6;2
8;2
0;2
2;3
4;3
6;3
8;3
0;2
2;1
4;1
6;1
8;1
0;1
2;2
4;2
6;2
8;2
0;0
2;1
4;1
6;1
8;1
0;0
2;1
4;1
6;1
8;1
0;1
2;2
4;2
6;2
8;2
0;2
2;2
4;2
6;2
8;2
0;1
2;1
4;1
6;2
8;2
0;1
2;2
4;2
6;2
8;2
0;2
2;2
4;2
6;2
8;2
0;2
2;1
4;1
6;1
8;1
0;1
2;2
4;2
6;2
8;2
0;1
2;2
4;2
6;2
8;2
0;2
2;2
4;2
6;2
8;2
0;1
2;2
4;1
6;1
8;1
0;0
2;1
4;1
6;1
8;1
0;0
2;1
4;1
6;1
8;1
0;2
2;1
4;1
6;1
8;2
0;1
2;2
4;2
6;2
8;2
