8;4
8;4
8;4
8;2
8;4
8;4
8;4
8;4
8;4
8;4
8;4
8;4
8;4
8;4
8;4
8;4
8;2
8;5
8;4
8;3
8;4
8;2
8;4
8;4
8;4
8;3
8;3
8;4
8;4
8;4
7;4131
7;4
7;4
7;4
7;4
7;4
7;3
7;3
7;4
7;4
7;4
7;3
7;3
7;3
7;3
7;4
7;4
7;4
7;4
7;4
7;3
7;4
7;3
7;3
7;4
7;3
7;4
7;3
7;4
7;4
6;8232
6;4
6;4
6;4
6;4
6;4
6;4
6;3
6;4
6;4
6;3
6;4
6;5
6;4
6;4
6;3
6;4
6;4
6;4
6;4
6;4
6;4
6;4
6;4
6;4
6;4
6;4
6;4
6;4
6;4
5;16424
5;4
5;2
5;4
5;4
5;3
5;4
5;4
5;4
5;4
5;4
5;4
5;4
5;4
5;4
5;4
5;3
5;5
5;4
5;5
5;4
5;3
5;5
5;3
5;4
5;4
5;3
5;4
5;4
5;4
4;32813
4;4
4;4
4;3
4;4
4;4
4;4
4;4
4;4
4;4
4;5
4;4
4;4
4;4
4;4
4;4
4;4
4;4
4;4
4;4
4;4
4;2
4;4
4;4
4;4
4;4
4;4
4;5
4;4
4;4
3;65585
3;3
3;3
3;4
3;4
3;4
3;3
3;3
3;4
3;4
3;3
3;2
3;4
3;5
3;2
3;4
3;4
3;4
3;4
3;4
3;4
3;4
3;4
3;4
3;3
3;4
3;4
3;4
3;4
3;4
2;131125
2;3
2;4
2;4
2;3
2;2
2;4
2;4
2;3
2;2
2;4
2;4
2;4
2;4
2;4
2;4
2;4
2;4
2;4
2;4
2;3
2;4
2;3
2;5
2;4
2;4
2;4
2;3
2;4
2;3
1;262200
1;5
1;3
1;4
1;3
1;5
1;4
1;3
1;4
1;3
1;4
1;4
1;4
1;3
1;3
1;4
1;4
1;4
1;4
1;5
1;4
1;3
1;4
1;3
1;4
1;5
1;4
1;3
1;3
1;4
0;524344
0;4
0;4
0;4
0;4
0;5
0;5
0;4
0;4
0;18
0;5
0;4
0;2
0;4
0;4
0;3
0;4
0;4
0;4
0;4
0;4
0;4
0;4
0;4
0;4
0;5
0;3
0;4
0;3
0;4
9;528474
9;4
9;4
9;3
9;4
9;4
9;4
9;4
9;4
9;4
9;3
9;4
9;4
9;4
9;4
9;3
9;4
9;4
9;4
9;3
9;4
9;4
9;4
9;4
9;4
9;4
9;4
9;3
9;2
9;4
