0;3
2;5
4;5
6;5
8;5
0;2
2;3
4;3
6;3
8;3
0;3
2;6
4;6
6;6
8;6
0;3
2;4
4;4
6;4
8;4
0;3
2;3
4;4
6;4
8;4
0;3
2;3
4;4
6;4
8;4
0;2
2;3
4;3
6;3
8;3
0;3
2;3
4;3
6;3
8;3
0;3
2;3
4;4
6;4
8;4
0;3
2;3
4;3
6;3
8;4
0;2
2;3
4;3
6;3
8;3
0;3
2;3
4;3
6;3
8;3
0;2
2;3
4;3
6;3
8;3
0;3
2;3
4;3
6;3
8;3
0;3
2;3
4;3
6;3
8;3
0;3
2;3
4;3
6;3
8;3
0;3
2;3
4;3
6;3
8;3
0;3
2;3
4;3
6;3
8;4
0;3
2;3
4;3
6;3
8;3
0;3
2;3
4;3
6;3
8;3
0;2
2;3
4;3
6;3
8;3
0;3
2;3
4;3
6;3
8;3
0;3
2;3
4;3
6;3
8;3
0;3
2;3
4;3
6;3
8;3
0;2
2;3
4;3
6;3
8;3
0;2
2;2
4;2
6;2
8;2
0;2
2;2
4;2
6;2
8;2
0;3
2;3
4;3
6;3
8;3
0;3
2;2
4;3
6;3
8;3
0;3
2;3
4;3
6;3
8;3
1;4130
3;4132
5;4132
7;4132
9;4132
1;3
3;3
5;3
7;3
9;3
1;3
3;3
5;3
7;3
9;3
1;3
3;2
5;3
7;3
9;3
1;3
3;3
5;3
7;3
9;4
1;3
3;3
5;3
7;3
9;3
1;2
3;3
5;3
7;3
9;3
1;3
3;3
5;3
7;3
9;3
1;2
3;2
5;3
7;3
9;3
1;3
3;3
5;3
7;3
9;3
1;3
3;3
5;3
7;3
9;3
1;3
3;3
5;3
7;4
9;4
1;3
3;3
5;3
7;3
9;3
1;2
3;3
5;3
7;3
9;3
1;3
3;3
5;3
7;3
9;4
1;3
3;3
5;3
7;3
9;3
1;3
3;3
5;3
7;3
9;3
1;3
3;3
5;3
7;3
9;4
1;3
3;3
5;3
7;4
9;4
1;2
3;2
5;2
7;2
9;2
1;3
3;3
5;4
7;4
9;4
1;3
3;3
5;3
7;3
9;3
1;2
3;3
5;3
7;3
9;3
1;3
3;3
5;3
7;3
9;3
1;2
3;3
5;3
7;3
9;3
1;3
3;3
5;3
7;3
9;4
1;3
3;3
5;3
7;3
9;3
1;3
3;3
5;3
7;3
9;3
1;3
3;4
5;3
7;3
9;3
1;3
3;3
5;3
7;3
9;3
